product_id,gross_price,week,year,nb_sold_pieces,date
1,13.68,40,2016,123,2016-10-03
1,13.68,40,2017,136,2017-10-02
1,13.68,40,2018,130,2018-10-01
1,13.68,41,2016,151,2016-10-10
1,13.68,41,2017,120,2017-10-09
1,13.68,41,2018,116,2018-10-08
1,13.68,42,2016,130,2016-10-17
1,13.68,42,2017,123,2017-10-16
1,13.68,42,2018,136,2018-10-15
1,13.68,43,2016,116,2016-10-24
1,13.68,43,2017,151,2017-10-23
1,13.68,43,2018,120,2018-10-22
1,13.68,44,2016,136,2016-10-31
1,13.68,44,2017,130,2017-10-30
1,13.68,44,2018,123,2018-10-29
1,13.68,45,2016,120,2016-11-07
1,13.68,45,2017,116,2017-11-06
1,13.68,45,2018,151,2018-11-05
1,13.68,46,2016,123,2016-11-14
1,13.68,46,2017,136,2017-11-13
1,13.68,46,2018,130,2018-11-12
1,13.68,47,2016,151,2016-11-21
1,13.68,47,2017,120,2017-11-20
1,13.68,47,2018,116,2018-11-19
1,13.68,48,2016,130,2016-11-28
1,13.68,48,2017,123,2017-11-27
1,13.68,48,2018,136,2018-11-26
1,13.68,49,2016,116,2016-12-05
1,13.68,49,2017,151,2017-12-04
1,13.68,49,2018,120,2018-12-03
1,13.68,50,2016,136,2016-12-12
1,13.68,50,2017,130,2017-12-11
1,13.68,50,2018,123,2018-12-10
1,13.68,51,2016,120,2016-12-19
1,13.68,51,2017,116,2017-12-18
1,13.68,51,2018,151,2018-12-17
1,13.68,52,2016,108,2016-12-26
1,13.68,52,2017,151,2017-12-25
1,13.68,52,2018,130,2018-12-24
2,94.6,1,2017,336,2017-01-02
2,94.6,1,2018,405,2018-01-01
2,94.6,1,2019,304,2019-01-07
2,94.6,2,2017,344,2017-01-09
2,94.6,2,2018,335,2018-01-08
2,94.6,2,2019,357,2019-01-14
2,94.6,3,2017,354,2017-01-16
2,94.6,3,2018,336,2018-01-15
2,94.6,3,2019,355,2019-01-21
2,94.6,4,2017,357,2017-01-23
2,94.6,4,2018,344,2018-01-22
2,94.6,4,2019,335,2019-01-28
2,94.6,5,2017,355,2017-01-30
2,94.6,5,2018,354,2018-01-29
2,94.6,5,2019,336,2019-02-04
2,94.6,6,2017,335,2017-02-06
2,94.6,6,2018,357,2018-02-05
2,94.6,6,2019,344,2019-02-11
2,94.6,7,2017,336,2017-02-13
2,94.6,7,2018,355,2018-02-12
2,94.6,7,2019,354,2019-02-18
2,94.6,8,2017,344,2017-02-20
2,94.6,8,2018,335,2018-02-19
2,94.6,8,2019,357,2019-02-25
2,94.6,9,2017,354,2017-02-27
2,94.6,9,2018,336,2018-02-26
2,94.6,9,2019,355,2019-03-04
2,94.6,10,2017,357,2017-03-06
2,94.6,10,2018,344,2018-03-05
2,94.6,10,2019,335,2019-03-11
2,94.6,11,2017,355,2017-03-13
2,94.6,11,2018,354,2018-03-12
2,94.6,11,2019,336,2019-03-18
2,94.6,12,2017,335,2017-03-20
2,94.6,12,2018,357,2018-03-19
2,94.6,12,2019,344,2019-03-25
2,94.6,13,2017,336,2017-03-27
2,94.6,13,2018,355,2018-03-26
2,94.6,13,2019,354,2019-04-01
2,94.6,14,2017,344,2017-04-03
2,94.6,14,2018,335,2018-04-02
2,94.6,14,2019,357,2019-04-08
2,94.6,15,2017,354,2017-04-10
2,94.6,15,2018,336,2018-04-09
2,94.6,15,2019,355,2019-04-15
2,94.6,16,2017,357,2017-04-17
2,94.6,16,2018,344,2018-04-16
2,94.6,16,2019,335,2019-04-22
2,94.6,17,2017,355,2017-04-24
2,94.6,17,2018,354,2018-04-23
2,94.6,17,2019,336,2019-04-29
2,94.6,18,2017,335,2017-05-01
2,94.6,18,2018,357,2018-04-30
2,94.6,18,2019,344,2019-05-06
2,94.6,19,2017,336,2017-05-08
2,94.6,19,2018,355,2018-05-07
2,94.6,19,2019,354,2019-05-13
2,94.6,20,2017,344,2017-05-15
2,94.6,20,2018,335,2018-05-14
2,94.6,20,2019,357,2019-05-20
2,94.6,21,2017,354,2017-05-22
2,94.6,21,2018,336,2018-05-21
2,94.6,21,2019,355,2019-05-27
2,94.6,22,2016,335,2016-05-30
2,94.6,22,2017,357,2017-05-29
2,94.6,22,2018,344,2018-05-28
2,94.6,22,2019,199,2019-06-03
2,94.6,23,2016,336,2016-06-06
2,94.6,23,2017,355,2017-06-05
2,94.6,23,2018,354,2018-06-04
2,94.6,24,2016,344,2016-06-13
2,94.6,24,2017,335,2017-06-12
2,94.6,24,2018,357,2018-06-11
2,94.6,25,2016,354,2016-06-20
2,94.6,25,2017,336,2017-06-19
2,94.6,25,2018,355,2018-06-18
2,94.6,26,2016,357,2016-06-27
2,94.6,26,2017,344,2017-06-26
2,94.6,26,2018,335,2018-06-25
2,94.6,27,2016,355,2016-07-04
2,94.6,27,2017,354,2017-07-03
2,94.6,27,2018,336,2018-07-02
2,94.6,28,2016,335,2016-07-11
2,94.6,28,2017,357,2017-07-10
2,94.6,28,2018,344,2018-07-09
2,94.6,29,2016,336,2016-07-18
2,94.6,29,2017,355,2017-07-17
2,94.6,29,2018,354,2018-07-16
2,94.6,30,2016,344,2016-07-25
2,94.6,30,2017,335,2017-07-24
2,94.6,30,2018,357,2018-07-23
2,94.6,31,2016,354,2016-08-01
2,94.6,31,2017,336,2017-07-31
2,94.6,31,2018,355,2018-07-30
2,94.6,32,2016,357,2016-08-08
2,94.6,32,2017,344,2017-08-07
2,94.6,32,2018,335,2018-08-06
2,94.6,33,2016,355,2016-08-15
2,94.6,33,2017,354,2017-08-14
2,94.6,33,2018,336,2018-08-13
2,94.6,34,2016,335,2016-08-22
2,94.6,34,2017,357,2017-08-21
2,94.6,34,2018,344,2018-08-20
2,94.6,35,2016,336,2016-08-29
2,94.6,35,2017,355,2017-08-28
2,94.6,35,2018,354,2018-08-27
2,94.6,36,2016,344,2016-09-05
2,94.6,36,2017,335,2017-09-04
2,94.6,36,2018,357,2018-09-03
2,94.6,37,2016,354,2016-09-12
2,94.6,37,2017,336,2017-09-11
2,94.6,37,2018,355,2018-09-10
2,94.6,38,2016,357,2016-09-19
2,94.6,38,2017,344,2017-09-18
2,94.6,38,2018,335,2018-09-17
2,94.6,39,2016,355,2016-09-26
2,94.6,39,2017,354,2017-09-25
2,94.6,39,2018,336,2018-09-24
2,94.6,40,2016,335,2016-10-03
2,94.6,40,2017,357,2017-10-02
2,94.6,40,2018,344,2018-10-01
2,94.6,41,2016,336,2016-10-10
2,94.6,41,2017,355,2017-10-09
2,94.6,41,2018,354,2018-10-08
2,94.6,42,2016,344,2016-10-17
2,94.6,42,2017,335,2017-10-16
2,94.6,42,2018,357,2018-10-15
2,94.6,43,2016,354,2016-10-24
2,94.6,43,2017,336,2017-10-23
2,94.6,43,2018,355,2018-10-22
2,94.6,44,2016,357,2016-10-31
2,94.6,44,2017,344,2017-10-30
2,94.6,44,2018,335,2018-10-29
2,94.6,45,2016,355,2016-11-07
2,94.6,45,2017,354,2017-11-06
2,94.6,45,2018,336,2018-11-05
2,94.6,46,2016,335,2016-11-14
2,94.6,46,2017,357,2017-11-13
2,94.6,46,2018,344,2018-11-12
2,94.6,47,2016,336,2016-11-21
2,94.6,47,2017,355,2017-11-20
2,94.6,47,2018,354,2018-11-19
2,94.6,48,2016,344,2016-11-28
2,94.6,48,2017,335,2017-11-27
2,94.6,48,2018,357,2018-11-26
2,94.6,49,2016,354,2016-12-05
2,94.6,49,2017,336,2017-12-04
2,94.6,49,2018,355,2018-12-03
2,94.6,50,2016,357,2016-12-12
2,94.6,50,2017,344,2017-12-11
2,94.6,50,2018,335,2018-12-10
2,94.6,51,2016,355,2016-12-19
2,94.6,51,2017,354,2017-12-18
2,94.6,51,2018,336,2018-12-17
2,94.6,52,2016,279,2016-12-26
2,94.6,52,2017,413,2017-12-25
2,94.6,52,2018,344,2018-12-24
3,20.63,1,2017,234,2017-01-02
3,20.63,1,2018,291,2018-01-01
3,20.63,1,2019,234,2019-01-07
3,20.63,2,2017,257,2017-01-09
3,20.63,2,2018,246,2018-01-08
3,20.63,2,2019,259,2019-01-14
3,20.63,3,2017,272,2017-01-16
3,20.63,3,2018,234,2018-01-15
3,20.63,3,2019,253,2019-01-21
3,20.63,4,2017,259,2017-01-23
3,20.63,4,2018,257,2018-01-22
3,20.63,4,2019,246,2019-01-28
3,20.63,5,2017,253,2017-01-30
3,20.63,5,2018,272,2018-01-29
3,20.63,5,2019,234,2019-02-04
3,20.63,6,2017,246,2017-02-06
3,20.63,6,2018,259,2018-02-05
3,20.63,6,2019,257,2019-02-11
3,20.63,7,2017,234,2017-02-13
3,20.63,7,2018,253,2018-02-12
3,20.63,7,2019,272,2019-02-18
3,20.63,8,2017,257,2017-02-20
3,20.63,8,2018,246,2018-02-19
3,20.63,8,2019,259,2019-02-25
3,20.63,9,2017,272,2017-02-27
3,20.63,9,2018,234,2018-02-26
3,20.63,9,2019,253,2019-03-04
3,20.63,10,2017,259,2017-03-06
3,20.63,10,2018,257,2018-03-05
3,20.63,10,2019,246,2019-03-11
3,20.63,11,2017,253,2017-03-13
3,20.63,11,2018,272,2018-03-12
3,20.63,11,2019,234,2019-03-18
3,20.63,12,2017,246,2017-03-20
3,20.63,12,2018,259,2018-03-19
3,20.63,12,2019,257,2019-03-25
3,20.63,13,2017,234,2017-03-27
3,20.63,13,2018,253,2018-03-26
3,20.63,13,2019,272,2019-04-01
3,20.63,14,2017,257,2017-04-03
3,20.63,14,2018,246,2018-04-02
3,20.63,14,2019,259,2019-04-08
3,20.63,15,2017,272,2017-04-10
3,20.63,15,2018,234,2018-04-09
3,20.63,15,2019,253,2019-04-15
3,20.63,16,2017,259,2017-04-17
3,20.63,16,2018,257,2018-04-16
3,20.63,16,2019,246,2019-04-22
3,20.63,17,2017,253,2017-04-24
3,20.63,17,2018,272,2018-04-23
3,20.63,17,2019,234,2019-04-29
3,20.63,18,2017,246,2017-05-01
3,20.63,18,2018,259,2018-04-30
3,20.63,18,2019,257,2019-05-06
3,20.63,19,2017,234,2017-05-08
3,20.63,19,2018,253,2018-05-07
3,20.63,19,2019,272,2019-05-13
3,20.63,20,2017,257,2017-05-15
3,20.63,20,2018,246,2018-05-14
3,20.63,20,2019,259,2019-05-20
3,20.63,21,2017,272,2017-05-22
3,20.63,21,2018,234,2018-05-21
3,20.63,21,2019,253,2019-05-27
3,20.63,22,2016,246,2016-05-30
3,20.63,22,2017,259,2017-05-29
3,20.63,22,2018,257,2018-05-28
3,20.63,22,2019,134,2019-06-03
3,20.63,23,2016,234,2016-06-06
3,20.63,23,2017,253,2017-06-05
3,20.63,23,2018,272,2018-06-04
3,20.63,24,2016,257,2016-06-13
3,20.63,24,2017,246,2017-06-12
3,20.63,24,2018,259,2018-06-11
3,20.63,25,2016,272,2016-06-20
3,20.63,25,2017,234,2017-06-19
3,20.63,25,2018,253,2018-06-18
3,20.63,26,2016,259,2016-06-27
3,20.63,26,2017,257,2017-06-26
3,20.63,26,2018,246,2018-06-25
3,20.63,27,2016,253,2016-07-04
3,20.63,27,2017,272,2017-07-03
3,20.63,27,2018,234,2018-07-02
3,20.63,28,2016,246,2016-07-11
3,20.63,28,2017,259,2017-07-10
3,20.63,28,2018,257,2018-07-09
3,20.63,29,2016,234,2016-07-18
3,20.63,29,2017,253,2017-07-17
3,20.63,29,2018,272,2018-07-16
3,20.63,30,2016,257,2016-07-25
3,20.63,30,2017,246,2017-07-24
3,20.63,30,2018,259,2018-07-23
3,20.63,31,2016,272,2016-08-01
3,20.63,31,2017,234,2017-07-31
3,20.63,31,2018,253,2018-07-30
3,20.63,32,2016,259,2016-08-08
3,20.63,32,2017,257,2017-08-07
3,20.63,32,2018,246,2018-08-06
3,20.63,33,2016,253,2016-08-15
3,20.63,33,2017,272,2017-08-14
3,20.63,33,2018,234,2018-08-13
3,20.63,34,2016,246,2016-08-22
3,20.63,34,2017,259,2017-08-21
3,20.63,34,2018,257,2018-08-20
3,20.63,35,2016,234,2016-08-29
3,20.63,35,2017,253,2017-08-28
3,20.63,35,2018,272,2018-08-27
3,20.63,36,2016,257,2016-09-05
3,20.63,36,2017,246,2017-09-04
3,20.63,36,2018,259,2018-09-03
3,20.63,37,2016,272,2016-09-12
3,20.63,37,2017,234,2017-09-11
3,20.63,37,2018,253,2018-09-10
3,20.63,38,2016,259,2016-09-19
3,20.63,38,2017,257,2017-09-18
3,20.63,38,2018,246,2018-09-17
3,20.63,39,2016,253,2016-09-26
3,20.63,39,2017,272,2017-09-25
3,20.63,39,2018,234,2018-09-24
3,20.63,40,2016,246,2016-10-03
3,20.63,40,2017,259,2017-10-02
3,20.63,40,2018,257,2018-10-01
3,20.63,41,2016,234,2016-10-10
3,20.63,41,2017,253,2017-10-09
3,20.63,41,2018,272,2018-10-08
3,20.63,42,2016,257,2016-10-17
3,20.63,42,2017,246,2017-10-16
3,20.63,42,2018,259,2018-10-15
3,20.63,43,2016,272,2016-10-24
3,20.63,43,2017,234,2017-10-23
3,20.63,43,2018,253,2018-10-22
3,20.63,44,2016,259,2016-10-31
3,20.63,44,2017,257,2017-10-30
3,20.63,44,2018,246,2018-10-29
3,20.63,45,2016,253,2016-11-07
3,20.63,45,2017,272,2017-11-06
3,20.63,45,2018,234,2018-11-05
3,20.63,46,2016,246,2016-11-14
3,20.63,46,2017,259,2017-11-13
3,20.63,46,2018,257,2018-11-12
3,20.63,47,2016,234,2016-11-21
3,20.63,47,2017,253,2017-11-20
3,20.63,47,2018,272,2018-11-19
3,20.63,48,2016,257,2016-11-28
3,20.63,48,2017,246,2017-11-27
3,20.63,48,2018,259,2018-11-26
3,20.63,49,2016,272,2016-12-05
3,20.63,49,2017,234,2017-12-04
3,20.63,49,2018,253,2018-12-03
3,20.63,50,2016,259,2016-12-12
3,20.63,50,2017,257,2017-12-11
3,20.63,50,2018,246,2018-12-10
3,20.63,51,2016,253,2016-12-19
3,20.63,51,2017,272,2017-12-18
3,20.63,51,2018,234,2018-12-17
3,20.63,52,2016,211,2016-12-26
3,20.63,52,2017,294,2017-12-25
3,20.63,52,2018,257,2018-12-24
4,71.18,1,2017,235,2017-01-02
4,71.18,1,2018,226,2018-01-01
4,71.18,1,2019,182,2019-01-07
4,71.18,2,2017,207,2017-01-09
4,71.18,2,2018,215,2018-01-08
4,71.18,2,2019,233,2019-01-14
4,71.18,3,2017,208,2017-01-16
4,71.18,3,2018,235,2018-01-15
4,71.18,3,2019,200,2019-01-21
4,71.18,4,2017,233,2017-01-23
4,71.18,4,2018,207,2018-01-22
4,71.18,4,2019,215,2019-01-28
4,71.18,5,2017,200,2017-01-30
4,71.18,5,2018,208,2018-01-29
4,71.18,5,2019,235,2019-02-04
4,71.18,6,2017,215,2017-02-06
4,71.18,6,2018,233,2018-02-05
4,71.18,6,2019,207,2019-02-11
4,71.18,7,2017,235,2017-02-13
4,71.18,7,2018,200,2018-02-12
4,71.18,7,2019,208,2019-02-18
4,71.18,8,2017,207,2017-02-20
4,71.18,8,2018,215,2018-02-19
4,71.18,8,2019,233,2019-02-25
4,71.18,9,2017,208,2017-02-27
4,71.18,9,2018,235,2018-02-26
4,71.18,9,2019,200,2019-03-04
4,71.18,10,2017,233,2017-03-06
4,71.18,10,2018,207,2018-03-05
4,71.18,10,2019,215,2019-03-11
4,71.18,11,2017,200,2017-03-13
4,71.18,11,2018,208,2018-03-12
4,71.18,11,2019,235,2019-03-18
4,71.18,12,2017,215,2017-03-20
4,71.18,12,2018,233,2018-03-19
4,71.18,12,2019,207,2019-03-25
4,71.18,13,2017,235,2017-03-27
4,71.18,13,2018,200,2018-03-26
4,71.18,13,2019,208,2019-04-01
4,71.18,14,2017,207,2017-04-03
4,71.18,14,2018,215,2018-04-02
4,71.18,14,2019,233,2019-04-08
4,71.18,15,2017,208,2017-04-10
4,71.18,15,2018,235,2018-04-09
4,71.18,15,2019,200,2019-04-15
4,71.18,16,2017,233,2017-04-17
4,71.18,16,2018,207,2018-04-16
4,71.18,16,2019,215,2019-04-22
4,71.18,17,2017,200,2017-04-24
4,71.18,17,2018,208,2018-04-23
4,71.18,17,2019,235,2019-04-29
4,71.18,18,2017,215,2017-05-01
4,71.18,18,2018,233,2018-04-30
4,71.18,18,2019,207,2019-05-06
4,71.18,19,2017,235,2017-05-08
4,71.18,19,2018,200,2018-05-07
4,71.18,19,2019,208,2019-05-13
4,71.18,20,2017,207,2017-05-15
4,71.18,20,2018,215,2018-05-14
4,71.18,20,2019,233,2019-05-20
4,71.18,21,2017,208,2017-05-22
4,71.18,21,2018,235,2018-05-21
4,71.18,21,2019,200,2019-05-27
4,71.18,22,2016,215,2016-05-30
4,71.18,22,2017,233,2017-05-29
4,71.18,22,2018,207,2018-05-28
4,71.18,22,2019,129,2019-06-03
4,71.18,23,2016,235,2016-06-06
4,71.18,23,2017,200,2017-06-05
4,71.18,23,2018,208,2018-06-04
4,71.18,24,2016,207,2016-06-13
4,71.18,24,2017,215,2017-06-12
4,71.18,24,2018,233,2018-06-11
4,71.18,25,2016,208,2016-06-20
4,71.18,25,2017,235,2017-06-19
4,71.18,25,2018,200,2018-06-18
4,71.18,26,2016,233,2016-06-27
4,71.18,26,2017,207,2017-06-26
4,71.18,26,2018,215,2018-06-25
4,71.18,27,2016,200,2016-07-04
4,71.18,27,2017,208,2017-07-03
4,71.18,27,2018,235,2018-07-02
4,71.18,28,2016,215,2016-07-11
4,71.18,28,2017,233,2017-07-10
4,71.18,28,2018,207,2018-07-09
4,71.18,29,2016,235,2016-07-18
4,71.18,29,2017,200,2017-07-17
4,71.18,29,2018,208,2018-07-16
4,71.18,30,2016,207,2016-07-25
4,71.18,30,2017,215,2017-07-24
4,71.18,30,2018,233,2018-07-23
4,71.18,31,2016,208,2016-08-01
4,71.18,31,2017,235,2017-07-31
4,71.18,31,2018,200,2018-07-30
4,71.18,32,2016,233,2016-08-08
4,71.18,32,2017,207,2017-08-07
4,71.18,32,2018,215,2018-08-06
4,71.18,33,2016,200,2016-08-15
4,71.18,33,2017,208,2017-08-14
4,71.18,33,2018,235,2018-08-13
4,71.18,34,2016,215,2016-08-22
4,71.18,34,2017,233,2017-08-21
4,71.18,34,2018,207,2018-08-20
4,71.18,35,2016,235,2016-08-29
4,71.18,35,2017,200,2017-08-28
4,71.18,35,2018,208,2018-08-27
4,71.18,36,2016,207,2016-09-05
4,71.18,36,2017,215,2017-09-04
4,71.18,36,2018,233,2018-09-03
4,71.18,37,2016,208,2016-09-12
4,71.18,37,2017,235,2017-09-11
4,71.18,37,2018,200,2018-09-10
4,71.18,38,2016,233,2016-09-19
4,71.18,38,2017,207,2017-09-18
4,71.18,38,2018,215,2018-09-17
4,71.18,39,2016,200,2016-09-26
4,71.18,39,2017,208,2017-09-25
4,71.18,39,2018,235,2018-09-24
4,71.18,40,2016,215,2016-10-03
4,71.18,40,2017,233,2017-10-02
4,71.18,40,2018,207,2018-10-01
4,71.18,41,2016,235,2016-10-10
4,71.18,41,2017,200,2017-10-09
4,71.18,41,2018,208,2018-10-08
4,71.18,42,2016,207,2016-10-17
4,71.18,42,2017,215,2017-10-16
4,71.18,42,2018,233,2018-10-15
4,71.18,43,2016,208,2016-10-24
4,71.18,43,2017,235,2017-10-23
4,71.18,43,2018,200,2018-10-22
4,71.18,44,2016,233,2016-10-31
4,71.18,44,2017,207,2017-10-30
4,71.18,44,2018,215,2018-10-29
4,71.18,45,2016,200,2016-11-07
4,71.18,45,2017,208,2017-11-06
4,71.18,45,2018,235,2018-11-05
4,71.18,46,2016,215,2016-11-14
4,71.18,46,2017,233,2017-11-13
4,71.18,46,2018,207,2018-11-12
4,71.18,47,2016,235,2016-11-21
4,71.18,47,2017,200,2017-11-20
4,71.18,47,2018,208,2018-11-19
4,71.18,48,2016,207,2016-11-28
4,71.18,48,2017,215,2017-11-27
4,71.18,48,2018,233,2018-11-26
4,71.18,49,2016,208,2016-12-05
4,71.18,49,2017,235,2017-12-04
4,71.18,49,2018,200,2018-12-03
4,71.18,50,2016,233,2016-12-12
4,71.18,50,2017,207,2017-12-11
4,71.18,50,2018,215,2018-12-10
4,71.18,51,2016,200,2016-12-19
4,71.18,51,2017,208,2017-12-18
4,71.18,51,2018,235,2018-12-17
4,71.18,52,2016,188,2016-12-26
4,71.18,52,2017,260,2017-12-25
4,71.18,52,2018,207,2018-12-24
5,14.65,1,2017,53,2017-01-02
5,14.65,1,2018,57,2018-01-01
5,14.65,1,2019,37,2019-01-07
5,14.65,2,2017,58,2017-01-09
5,14.65,2,2018,47,2018-01-08
5,14.65,2,2019,62,2019-01-14
5,14.65,3,2017,44,2017-01-16
5,14.65,3,2018,53,2018-01-15
5,14.65,3,2019,50,2019-01-21
5,14.65,4,2017,62,2017-01-23
5,14.65,4,2018,58,2018-01-22
5,14.65,4,2019,47,2019-01-28
5,14.65,5,2017,50,2017-01-30
5,14.65,5,2018,44,2018-01-29
5,14.65,5,2019,53,2019-02-04
5,14.65,6,2017,47,2017-02-06
5,14.65,6,2018,62,2018-02-05
5,14.65,6,2019,58,2019-02-11
5,14.65,7,2017,53,2017-02-13
5,14.65,7,2018,50,2018-02-12
5,14.65,7,2019,44,2019-02-18
5,14.65,8,2017,58,2017-02-20
5,14.65,8,2018,47,2018-02-19
5,14.65,8,2019,62,2019-02-25
5,14.65,9,2017,44,2017-02-27
5,14.65,9,2018,53,2018-02-26
5,14.65,9,2019,50,2019-03-04
5,14.65,10,2017,62,2017-03-06
5,14.65,10,2018,58,2018-03-05
5,14.65,10,2019,47,2019-03-11
5,14.65,11,2017,50,2017-03-13
5,14.65,11,2018,44,2018-03-12
5,14.65,11,2019,53,2019-03-18
5,14.65,12,2017,47,2017-03-20
5,14.65,12,2018,62,2018-03-19
5,14.65,12,2019,58,2019-03-25
5,14.65,13,2017,53,2017-03-27
5,14.65,13,2018,50,2018-03-26
5,14.65,13,2019,44,2019-04-01
5,14.65,14,2017,58,2017-04-03
5,14.65,14,2018,47,2018-04-02
5,14.65,14,2019,62,2019-04-08
5,14.65,15,2017,44,2017-04-10
5,14.65,15,2018,53,2018-04-09
5,14.65,15,2019,50,2019-04-15
5,14.65,16,2017,62,2017-04-17
5,14.65,16,2018,58,2018-04-16
5,14.65,16,2019,47,2019-04-22
5,14.65,17,2017,50,2017-04-24
5,14.65,17,2018,44,2018-04-23
5,14.65,17,2019,53,2019-04-29
5,14.65,18,2017,47,2017-05-01
5,14.65,18,2018,62,2018-04-30
5,14.65,18,2019,58,2019-05-06
5,14.65,19,2017,53,2017-05-08
5,14.65,19,2018,50,2018-05-07
5,14.65,19,2019,44,2019-05-13
5,14.65,20,2017,58,2017-05-15
5,14.65,20,2018,47,2018-05-14
5,14.65,20,2019,62,2019-05-20
5,14.65,21,2017,44,2017-05-22
5,14.65,21,2018,53,2018-05-21
5,14.65,21,2019,50,2019-05-27
5,14.65,22,2016,47,2016-05-30
5,14.65,22,2017,62,2017-05-29
5,14.65,22,2018,58,2018-05-28
5,14.65,22,2019,30,2019-06-03
5,14.65,23,2016,53,2016-06-06
5,14.65,23,2017,50,2017-06-05
